1,1,81.81,171.71,30.909999999999997,24.039999999999992,1.0000,-1,-1,-1
2,1,98.98,170.34,30.909999999999982,24.03,1.0000,-1,-1,-1
3,1,111.34,165.53,30.909999999999997,24.03,1.0000,-1,-1,-1
4,1,128.51,164.84,30.909999999999997,24.039999999999992,1.0000,-1,-1,-1
5,1,136.75,163.47,30.909999999999997,24.03,1.0000,-1,-1,-1
6,1,145.68,162.09,30.909999999999997,24.039999999999992,1.0000,-1,-1,-1
7,1,153.24,160.72,30.899999999999977,24.039999999999992,1.0000,-1,-1,-1
8,1,149.8,161.41,30.909999999999997,24.03,1.0000,-1,-1,-1
9,1,148.43,155.91,30.900000000000006,24.039999999999992,1.0000,-1,-1,-1
10,1,145.0,147.67,30.900000000000006,24.04000000000002,1.0000,-1,-1,-1
11,1,146.37,146.3,30.900000000000006,24.03,1.0000,-1,-1,-1
12,1,143.62,151.11,30.909999999999997,24.029999999999973,1.0000,-1,-1,-1
13,1,136.07,156.6,30.900000000000006,24.039999999999992,1.0000,-1,-1,-1
14,1,129.89,164.84,30.900000000000006,24.039999999999992,1.0000,-1,-1,-1
15,1,118.21,173.77,30.91000000000001,24.039999999999992,1.0000,-1,-1,-1
16,1,108.6,188.19,30.900000000000006,24.039999999999992,1.0000,-1,-1,-1
17,1,96.24,204.67,30.900000000000006,24.04000000000002,1.0000,-1,-1,-1
18,1,84.56,214.29,30.909999999999997,24.03,1.0000,-1,-1,-1
19,1,80.44,231.46,30.909999999999997,24.03,1.0000,-1,-1,-1
20,1,85.25,255.49,30.900000000000006,24.039999999999964,1.0000,-1,-1,-1
21,1,95.55,280.21,30.900000000000006,24.04000000000002,1.0000,-1,-1,-1
22,2,305.69,160.03,34.339999999999975,19.919999999999987,1.0000,-1,-1,-1
23,2,298.14,160.04,34.34000000000003,19.909999999999997,1.0000,-1,-1,-1
24,2,283.72,148.36,34.339999999999975,19.919999999999987,1.0000,-1,-1,-1
25,2,269.3,138.75,34.329999999999984,19.909999999999997,1.0000,-1,-1,-1
26,2,262.43,135.31,34.339999999999975,19.919999999999987,1.0000,-1,-1,-1
27,2,258.31,123.64,34.339999999999975,19.91000000000001,1.0000,-1,-1,-1
28,2,254.19,116.08,34.339999999999975,19.92,1.0000,-1,-1,-1
29,2,248.01,107.84,34.34000000000003,19.92,1.0000,-1,-1,-1
30,2,236.33,96.17,34.34,19.909999999999997,1.0000,-1,-1,-1
31,2,221.91,85.18,34.34,19.919999999999987,1.0000,-1,-1,-1
32,2,205.43,67.33,34.34,19.909999999999997,1.0000,-1,-1,-1
33,2,192.38,57.71,34.34,19.919999999999995,1.0000,-1,-1,-1
34,2,178.65,38.48,34.329999999999984,19.92,1.0000,-1,-1,-1
35,2,174.53,25.43,34.33000000000001,19.92,1.0000,-1,-1,-1
36,2,173.15,11.7,34.34,19.91,1.0000,-1,-1,-1
37,3,322.86,221.16,25.409999999999968,21.28,1.0000,-1,-1,-1
38,3,298.14,243.82,25.410000000000025,21.29000000000002,1.0000,-1,-1,-1
39,4,351.71,54.28,28.150000000000034,21.97,1.0000,-1,-1,-1
40,4,322.18,69.38,28.149999999999977,21.980000000000004,1.0000,-1,-1,-1
41,4,300.2,89.3,28.160000000000025,21.980000000000004,1.0000,-1,-1,-1
42,4,280.97,116.08,28.159999999999968,21.980000000000004,1.0000,-1,-1,-1
43,4,264.49,137.37,28.159999999999968,21.97999999999999,1.0000,-1,-1,-1
44,4,250.75,161.41,28.160000000000025,21.97,1.0000,-1,-1,-1
45,4,239.77,173.08,28.150000000000006,21.97999999999999,1.0000,-1,-1,-1
46,4,231.53,184.76,28.150000000000006,21.97,1.0000,-1,-1,-1
47,4,231.53,188.19,28.150000000000006,21.97999999999999,1.0000,-1,-1,-1
48,4,227.4,174.46,28.159999999999997,21.97,1.0000,-1,-1,-1
49,4,234.96,160.03,28.159999999999997,21.97999999999999,1.0000,-1,-1,-1
50,4,240.45,138.06,28.160000000000025,21.97,1.0000,-1,-1,-1
51,4,249.38,111.96,28.160000000000025,21.980000000000004,1.0000,-1,-1,-1
52,4,258.31,85.87,28.160000000000025,21.97,1.0000,-1,-1,-1
53,4,264.49,58.4,28.159999999999968,21.970000000000006,1.0000,-1,-1,-1
54,4,270.67,32.99,28.159999999999968,21.97,1.0000,-1,-1,-1
55,4,271.36,15.82,28.149999999999977,21.97,1.0000,-1,-1,-1
56,5,396.34,151.79,29.53000000000003,21.980000000000018,1.0000,-1,-1,-1
57,5,397.72,142.18,29.529999999999973,21.97999999999999,1.0000,-1,-1,-1
58,5,388.1,127.07,29.529999999999973,21.980000000000018,1.0000,-1,-1,-1
59,5,378.49,107.16,29.529999999999973,21.97,1.0000,-1,-1,-1
60,5,370.93,88.61,29.529999999999973,21.980000000000004,1.0000,-1,-1,-1
61,5,357.89,66.64,29.53000000000003,21.97,1.0000,-1,-1,-1
62,5,342.78,42.6,29.53000000000003,21.979999999999997,1.0000,-1,-1,-1
67,6,462.27,299.44,28.850000000000023,22.670000000000016,1.0000,-1,-1,-1
68,6,454.72,298.76,28.839999999999975,22.660000000000025,1.0000,-1,-1,-1
69,6,442.36,304.94,28.839999999999975,22.660000000000025,1.0000,-1,-1,-1
70,6,438.24,315.24,28.839999999999975,22.659999999999968,1.0000,-1,-1,-1
71,7,174.53,144.24,28.150000000000006,24.72,1.0000,-1,-1,-1
72,7,191.01,171.71,28.150000000000006,24.72,1.0000,-1,-1,-1
73,7,207.49,190.25,28.159999999999997,24.72999999999999,1.0000,-1,-1,-1
80,8,310.5,68.01,32.95999999999998,23.349999999999994,1.0000,-1,-1,-1
81,8,338.66,96.17,32.95999999999998,23.349999999999994,1.0000,-1,-1,-1
82,8,363.38,131.19,32.95999999999998,23.349999999999994,1.0000,-1,-1,-1
83,8,383.3,162.78,32.95999999999998,23.349999999999994,1.0000,-1,-1,-1
84,8,386.73,185.45,32.95999999999998,23.340000000000003,1.0000,-1,-1,-1
85,8,385.36,197.12,32.95999999999998,23.349999999999994,1.0000,-1,-1,-1
86,8,377.8,207.42,32.96999999999997,23.350000000000023,1.0000,-1,-1,-1
87,8,358.57,210.17,32.97000000000003,23.350000000000023,1.0000,-1,-1,-1
88,8,339.34,210.85,32.97000000000003,23.349999999999994,1.0000,-1,-1,-1
89,8,318.74,197.81,32.96999999999997,23.349999999999994,1.0000,-1,-1,-1
90,8,307.75,177.89,32.97000000000003,23.350000000000023,1.0000,-1,-1,-1
91,8,294.71,164.16,32.960000000000036,23.340000000000003,1.0000,-1,-1,-1
