2,514,679.32,691.96,41.28,36.19,0.6057,-1,-1,-1
2,515,640.98,64.76,37.31,52.50,0.7713,-1,-1,-1
3,515,642.59,68.65,32.05,44.90,0.5729,-1,-1,-1
4,515,637.89,67.04,31.97,44.32,0.8184,-1,-1,-1
4,514,688.64,695.47,36.63,32.03,0.5243,-1,-1,-1
5,515,635.67,64.95,33.18,45.58,0.7848,-1,-1,-1
5,518,526.03,65.49,51.94,45.93,0.6361,-1,-1,-1
5,520,349.53,160.49,47.82,34.38,0.4855,-1,-1,-1
5,514,691.78,695.29,38.82,33.68,0.4762,-1,-1,-1
6,515,635.21,64.94,31.63,42.89,0.5787,-1,-1,-1
6,518,526.50,66.27,47.67,42.21,0.4657,-1,-1,-1
6,520,349.84,160.23,47.44,34.11,0.2779,-1,-1,-1
6,514,690.89,695.08,42.51,36.77,0.6929,-1,-1,-1
7,515,631.59,64.84,30.73,40.47,0.6519,-1,-1,-1
7,514,689.60,694.87,45.48,39.33,0.7427,-1,-1,-1
8,515,628.19,63.62,32.08,40.89,0.5500,-1,-1,-1
8,514,688.95,694.58,46.70,40.39,0.6702,-1,-1,-1
8,518,516.09,65.02,49.29,43.54,0.3531,-1,-1,-1
9,514,689.00,694.49,46.70,40.32,0.6552,-1,-1,-1
10,514,689.36,694.42,45.57,39.19,0.5510,-1,-1,-1
10,515,627.21,64.02,31.21,38.40,0.3669,-1,-1,-1
11,514,689.41,693.64,43.91,37.46,0.4907,-1,-1,-1
11,515,623.03,59.35,35.43,42.88,0.5607,-1,-1,-1
11,518,508.32,63.80,50.72,45.27,0.3729,-1,-1,-1
12,514,685.64,693.11,47.97,41.24,0.4413,-1,-1,-1
12,515,617.27,57.86,38.05,44.44,0.3183,-1,-1,-1
12,518,507.66,63.79,47.59,42.92,0.4655,-1,-1,-1
13,514,683.61,692.62,48.57,42.12,0.3475,-1,-1,-1
13,515,615.73,57.17,39.17,44.16,0.3092,-1,-1,-1
14,515,615.23,57.49,40.52,44.52,0.4191,-1,-1,-1
14,518,498.66,63.36,48.04,43.04,0.2925,-1,-1,-1
15,515,616.27,58.65,41.49,45.23,0.4914,-1,-1,-1
15,532,355.15,158.82,38.55,43.49,0.3673,-1,-1,-1
15,518,498.21,63.90,47.00,41.49,0.3463,-1,-1,-1
15,520,345.39,158.91,57.65,42.84,0.3767,-1,-1,-1
15,514,679.71,689.40,52.09,45.80,0.3069,-1,-1,-1
16,532,355.25,159.11,37.43,42.16,0.7283,-1,-1,-1
16,518,495.53,63.69,45.90,40.46,0.4811,-1,-1,-1
