34,1,299.21,327.24,29.75,39.82,1.0000,-1,-1,-1
35,1,299.33,327.65,30.11,40.27,1.0000,-1,-1,-1
36,1,299.04,327.90,29.78,39.48,1.0000,-1,-1,-1
37,2,539.31,1001.82,11.05,15.41,1.0000,-1,-1,-1
37,1,297.43,327.20,31.69,40.48,1.0000,-1,-1,-1
38,2,539.82,1002.03,10.53,14.60,1.0000,-1,-1,-1
39,2,539.93,1002.04,10.40,14.59,1.0000,-1,-1,-1
39,1,300.53,327.31,28.23,41.09,1.0000,-1,-1,-1
40,2,540.17,1001.88,10.06,14.25,1.0000,-1,-1,-1
40,1,297.01,326.89,31.30,33.68,1.0000,-1,-1,-1
40,3,536.94,1000.86,14.30,16.03,1.0000,-1,-1,-1
41,2,540.44,1001.88,9.34,13.87,1.0000,-1,-1,-1
42,2,540.11,1001.72,9.66,14.75,1.0000,-1,-1,-1
43,2,540.20,1001.76,9.52,14.60,1.0000,-1,-1,-1
44,2,540.16,1001.68,9.58,14.54,1.0000,-1,-1,-1
45,2,540.34,1002.07,9.58,14.44,1.0000,-1,-1,-1
46,2,540.32,1002.04,9.59,14.39,1.0000,-1,-1,-1
47,2,540.34,1001.99,9.56,14.44,1.0000,-1,-1,-1
48,2,540.34,1001.96,9.56,14.53,1.0000,-1,-1,-1
49,2,540.46,1002.23,9.45,13.16,1.0000,-1,-1,-1
50,2,539.86,1002.15,10.08,13.53,1.0000,-1,-1,-1
51,2,539.31,1002.37,10.95,12.73,1.0000,-1,-1,-1
52,2,539.64,1002.23,10.45,12.73,1.0000,-1,-1,-1
53,2,540.11,1002.26,9.83,12.87,1.0000,-1,-1,-1
54,2,540.59,1002.38,9.32,12.30,1.0000,-1,-1,-1
55,2,540.64,1002.47,9.31,12.20,1.0000,-1,-1,-1
57,2,540.10,1002.57,10.21,12.14,1.0000,-1,-1,-1
58,2,540.25,1002.57,10.02,12.10,1.0000,-1,-1,-1
61,1,297.59,327.40,30.95,41.54,1.0000,-1,-1,-1
62,1,297.57,327.74,30.81,40.95,1.0000,-1,-1,-1
66,1,299.40,323.16,28.00,44.82,1.0000,-1,-1,-1
66,2,540.44,1001.74,8.87,12.76,1.0000,-1,-1,-1
67,1,299.31,323.12,27.84,43.96,1.0000,-1,-1,-1
68,1,298.23,323.18,29.57,44.95,1.0000,-1,-1,-1
69,1,298.29,322.34,31.76,46.33,1.0000,-1,-1,-1
70,2,540.55,1001.62,8.78,12.88,1.0000,-1,-1,-1
72,1,299.41,324.09,27.60,43.49,1.0000,-1,-1,-1
73,2,539.27,1001.75,10.67,13.99,1.0000,-1,-1,-1
74,2,540.53,1002.03,8.91,12.68,1.0000,-1,-1,-1
75,2,540.38,1002.29,9.26,12.28,1.0000,-1,-1,-1
75,1,297.34,325.75,30.44,38.86,1.0000,-1,-1,-1
76,2,540.47,1002.32,9.18,12.44,1.0000,-1,-1,-1
77,2,540.49,1002.31,9.15,12.43,1.0000,-1,-1,-1
78,2,540.71,1002.32,8.80,12.78,1.0000,-1,-1,-1
79,2,541.00,1002.41,8.48,12.29,1.0000,-1,-1,-1
80,2,541.02,1002.43,8.48,12.27,1.0000,-1,-1,-1
83,2,540.68,1002.59,9.10,12.29,1.0000,-1,-1,-1
84,2,540.73,1002.53,8.99,12.51,1.0000,-1,-1,-1
85,2,539.33,1002.28,10.73,12.67,1.0000,-1,-1,-1
86,2,538.99,1001.97,11.59,13.33,1.0000,-1,-1,-1
88,1,299.37,327.94,28.61,38.66,1.0000,-1,-1,-1
96,4,586.24,496.37,13.07,13.78,1.0000,-1,-1,-1
102,2,541.40,1002.80,8.09,11.55,1.0000,-1,-1,-1
103,2,541.40,1002.70,8.04,11.68,1.0000,-1,-1,-1
104,2,541.40,1002.73,8.02,12.01,1.0000,-1,-1,-1
105,2,541.37,1002.75,8.10,11.96,1.0000,-1,-1,-1
107,2,541.39,1002.70,8.00,11.68,1.0000,-1,-1,-1
108,2,541.31,1002.55,8.16,11.71,1.0000,-1,-1,-1
112,2,540.97,1002.19,8.54,12.25,1.0000,-1,-1,-1
113,2,540.70,1002.18,8.86,12.29,1.0000,-1,-1,-1
115,2,540.89,1002.14,8.49,12.62,1.0000,-1,-1,-1
116,2,540.74,1002.36,8.85,12.94,1.0000,-1,-1,-1
117,5,256.90,823.57,7.44,16.97,1.0000,-1,-1,-1
117,2,540.82,1002.32,8.66,12.37,1.0000,-1,-1,-1
118,2,540.80,1002.29,8.66,12.30,1.0000,-1,-1,-1
119,2,540.84,1002.31,8.60,12.27,1.0000,-1,-1,-1
120,2,541.01,1002.12,8.31,12.66,1.0000,-1,-1,-1
125,2,540.59,1002.31,9.27,12.03,1.0000,-1,-1,-1
126,2,540.92,1002.34,8.77,12.61,1.0000,-1,-1,-1
129,2,540.64,1002.40,9.09,12.62,1.0000,-1,-1,-1
130,2,540.67,1002.35,9.05,12.78,1.0000,-1,-1,-1
131,2,540.78,1002.36,8.98,12.21,1.0000,-1,-1,-1
132,2,540.95,1002.33,8.80,12.58,1.0000,-1,-1,-1
156,2,540.73,1002.34,8.92,12.24,1.0000,-1,-1,-1
157,2,541.21,1002.94,8.45,11.78,1.0000,-1,-1,-1
161,2,541.22,1002.85,8.62,11.65,1.0000,-1,-1,-1
162,2,541.04,1002.79,8.84,12.21,1.0000,-1,-1,-1
166,2,540.91,1002.72,9.04,12.18,1.0000,-1,-1,-1
167,2,541.01,1002.67,8.83,12.22,1.0000,-1,-1,-1
168,2,540.83,1002.65,9.05,12.34,1.0000,-1,-1,-1
169,2,541.26,1003.12,8.51,11.41,1.0000,-1,-1,-1
170,2,541.37,1003.08,8.31,11.44,1.0000,-1,-1,-1
171,2,541.33,1003.06,8.54,11.40,1.0000,-1,-1,-1
174,2,541.43,1002.68,8.32,11.84,1.0000,-1,-1,-1
176,2,541.26,1002.58,8.50,12.02,1.0000,-1,-1,-1
